run_time [s],time [s],state [-],ox_l1 [lbf]
7.8240,0.0000,1,-9653.00
8.8540,1.0300,1,-9653.00
8.8640,1.0400,1,-11249.00
8.8680,1.0440,1,-11249.00
8.8730,1.0490,1,-9831.00
8.8770,1.0530,1,-9831.00
8.8810,1.0570,1,-9831.00
8.8860,1.0620,1,-9281.00
8.8900,1.0660,1,-9281.00
8.8940,1.0700,1,-10994.00
8.8980,1.0740,1,-10994.00
8.9030,1.0790,1,-10994.00
8.9070,1.0830,1,-10219.00
8.9110,1.0870,1,-10219.00
8.9150,1.0910,1,-10219.00
8.9200,1.0960,1,-9037.00
8.9240,1.1000,1,-9037.00
8.9280,1.1040,1,-10673.00
8.9320,1.1080,1,-10673.00
8.9370,1.1130,1,-10673.00
8.9420,1.1180,1,-10572.00
8.9470,1.1230,1,-10572.00
8.9510,1.1270,1,-9204.00
8.9560,1.1320,1,-9204.00
8.9610,1.1370,1,-9204.00
8.9650,1.1410,1,-10703.00
8.9700,1.1460,1,-10703.00
8.9750,1.1510,1,-10936.00
8.9790,1.1550,1,-10936.00
8.9840,1.1600,1,-10936.00
8.9880,1.1640,1,-9299.00
8.9930,1.1690,1,-9299.00
9.0020,1.1780,1,-10561.00
9.0130,1.1890,1,-11214.00
9.0170,1.1930,1,-11214.00
9.0220,1.1980,1,-9264.00
9.0270,1.2030,1,-9264.00
9.0310,1.2070,1,-9825.00
9.0360,1.2120,1,-9825.00
9.0410,1.2170,1,-9825.00
9.0460,1.2220,1,-11034.00
9.0510,1.2270,1,-11034.00
9.0560,1.2320,1,-9339.00
9.0730,1.2490,1,-9410.00
9.0860,1.2620,1,-11091.00
9.0910,1.2670,1,-9808.00
9.0960,1.2720,1,-9808.00
9.1010,1.2770,1,-9188.00
9.1060,1.2820,1,-9188.00
9.1100,1.2860,1,-11030.00
9.1150,1.2910,1,-11030.00
9.1200,1.2960,1,-11030.00
9.1240,1.3000,1,-10290.00
9.1290,1.3050,1,-10290.00
9.1340,1.3100,1,-9076.00
9.1380,1.3140,1,-9076.00
9.1430,1.3190,1,-9076.00
9.1480,1.3240,1,-10832.00
9.1530,1.3290,1,-10832.00
9.1580,1.3340,1,-10652.00
9.1630,1.3390,1,-10652.00
9.1670,1.3430,1,-9011.00
9.1720,1.3480,1,-9011.00
9.1820,1.3580,1,-10424.00
9.1920,1.3680,1,-10715.00
9.1970,1.3730,1,-10715.00
9.2020,1.3780,1,-8914.00
9.2070,1.3830,1,-8914.00
9.2120,1.3880,1,-8914.00
9.2170,1.3930,1,-9892.00
9.2220,1.3980,1,-9892.00
9.2260,1.4020,1,-10927.00
9.2310,1.4070,1,-10927.00
9.2360,1.4120,1,-9155.00
9.2410,1.4170,1,-9155.00
9.2460,1.4220,1,-9155.00
9.2510,1.4270,1,-9618.00
9.2560,1.4320,1,-9618.00
9.2610,1.4370,1,-11044.00
9.2660,1.4420,1,-11044.00
9.2720,1.4480,1,-9590.00
9.2770,1.4530,1,-9590.00
9.2820,1.4580,1,-9312.00
9.2870,1.4630,1,-9312.00
9.2920,1.4680,1,-9312.00
9.2970,1.4730,1,-11007.00
9.3020,1.4780,1,-11007.00
9.3080,1.4840,1,-9796.00
9.3130,1.4890,1,-9796.00
9.3180,1.4940,1,-9026.00
9.3230,1.4990,1,-9026.00
9.3280,1.5040,1,-10943.00
9.3330,1.5090,1,-10943.00
9.3380,1.5140,1,-10295.00
9.3460,1.5220,1,-10295.00
9.3560,1.5320,1,-9078.00
9.3620,1.5380,1,-10768.00
9.3670,1.5430,1,-10768.00
9.3720,1.5480,1,-10676.00
9.3780,1.5540,1,-10676.00
9.3830,1.5590,1,-10676.00
9.3880,1.5640,1,-9031.00
9.3940,1.5700,1,-9031.00
9.3990,1.5750,1,-10413.00
9.4040,1.5800,1,-10413.00
9.4230,1.5990,1,-8945.00
9.4370,1.6130,1,-9838.00
9.4430,1.6190,1,-10928.00
9.4480,1.6240,1,-10928.00
9.4540,1.6300,1,-9154.00
9.4590,1.6350,1,-9154.00
9.4640,1.6400,1,-9589.00
9.4700,1.6460,1,-9589.00
9.4750,1.6510,1,-11131.00
9.4810,1.6570,1,-11131.00
9.4860,1.6620,1,-11131.00
9.4920,1.6680,1,-9585.00
9.4980,1.6740,1,-9585.00
9.5030,1.6790,1,-9398.00
9.5090,1.6850,1,-9398.00
9.5150,1.6910,1,-10968.00
9.5200,1.6960,1,-10968.00
9.5260,1.7020,1,-9824.00
9.5320,1.7080,1,-9824.00
9.5380,1.7140,1,-9175.00
9.5480,1.7240,1,-11015.00
9.5600,1.7360,1,-10463.00
9.5650,1.7410,1,-10463.00
9.5710,1.7470,1,-9202.00
9.5770,1.7530,1,-9202.00
9.5820,1.7580,1,-10905.00
9.5880,1.7640,1,-10905.00
9.5940,1.7700,1,-10796.00
9.5990,1.7750,1,-10796.00
9.6050,1.7810,1,-8962.00
9.6110,1.7870,1,-8962.00
9.6170,1.7930,1,-10171.00
9.6230,1.7990,1,-10171.00
9.6290,1.8050,1,-10664.00
9.6350,1.8110,1,-10664.00
9.6410,1.8170,1,-9025.00
9.6470,1.8230,1,-9769.00
9.6520,1.8280,1,-9769.00
9.6580,1.8340,1,-10979.00
9.6640,1.8400,1,-10979.00
9.6700,1.8460,1,-9558.00
9.6760,1.8520,1,-9558.00
9.6820,1.8580,1,-9695.00
9.6880,1.8640,1,-9695.00
9.6940,1.8700,1,-11099.00
9.7000,1.8760,1,-11099.00
9.7060,1.8820,1,-9657.00
9.7120,1.8880,1,-9657.00
9.7180,1.8940,1,-9468.00
9.7240,1.9000,1,-9468.00
9.7300,1.9060,1,-11112.00
9.7390,1.9150,1,-10018.00
9.7500,1.9260,1,-9215.00
9.7560,1.9320,1,-9215.00
9.7620,1.9380,1,-11092.00
9.7680,1.9440,1,-11092.00
9.7750,1.9510,1,-10596.00
9.7810,1.9570,1,-10596.00
9.7870,1.9630,1,-9189.00
9.7930,1.9690,1,-9189.00
9.7990,1.9750,1,-10631.00
9.8050,1.9810,1,-10631.00
9.8240,2.0000,1,-9225.00
9.8400,2.0160,1,-10358.00
9.8460,2.0220,1,-10900.00
9.8520,2.0280,1,-8967.00
9.8590,2.0350,1,-8967.00
9.8650,2.0410,1,-9939.00
9.8710,2.0470,1,-9939.00
9.8770,2.0530,1,-11366.00
9.8840,2.0600,1,-11366.00
9.8900,2.0660,1,-9716.00
9.8960,2.0720,1,-9716.00
9.9030,2.0790,1,-9689.00
9.9090,2.0850,1,-11163.00
9.9160,2.0920,1,-11163.00
9.9220,2.0980,1,-9867.00
9.9280,2.1040,1,-9867.00
9.9350,2.1110,1,-9404.00
9.9410,2.1170,1,-9404.00
9.9480,2.1240,1,-11270.00
9.9540,2.1300,1,-11270.00
9.9650,2.1410,1,-10316.00
9.9770,2.1530,1,-9189.00
9.9830,2.1590,1,-10910.00
9.9890,2.1650,1,-10458.00
9.9960,2.1720,1,-10458.00
10.0020,2.1780,1,-9207.00
10.0090,2.1850,1,-9207.00
10.0150,2.1910,1,-10760.00
10.0220,2.1980,1,-10760.00
10.0290,2.2050,1,-10834.00
10.0350,2.2110,1,-9206.00
10.0420,2.2180,1,-9206.00
10.0490,2.2250,1,-10434.00
10.0550,2.2310,1,-10434.00
10.0620,2.2380,1,-11129.00
10.0680,2.2440,1,-9423.00
10.0750,2.2510,1,-9423.00
10.0820,2.2580,1,-10057.00
10.0880,2.2640,1,-10057.00
10.0950,2.2710,1,-11120.00
10.1020,2.2780,1,-11120.00
10.1080,2.2840,1,-9440.00
10.1150,2.2910,1,-9574.00
10.1220,2.2980,1,-9574.00
10.1280,2.3040,1,-11119.00
10.1350,2.3110,1,-11119.00
10.1420,2.3180,1,-9734.00
10.1490,2.3250,1,-9481.00
10.1560,2.3320,1,-9481.00
10.1630,2.3390,1,-11113.00
10.1690,2.3450,1,-11113.00
10.1790,2.3550,1,-10182.00
10.1910,2.3670,1,-9215.00
10.1980,2.3740,1,-10974.00
10.2040,2.3800,1,-10974.00
10.2110,2.3870,1,-10618.00
10.2180,2.3940,1,-9138.00
10.2250,2.4010,1,-9138.00
10.2320,2.4080,1,-10773.00
10.2390,2.4150,1,-10773.00
10.2460,2.4220,1,-10930.00
10.2530,2.4290,1,-9150.00
10.2730,2.4490,1,-10153.00
10.2870,2.4630,1,-9016.00
10.2940,2.4700,1,-9016.00
10.3010,2.4770,1,-9752.00
10.3080,2.4840,1,-11163.00
10.3150,2.4910,1,-11163.00
10.3220,2.4980,1,-9395.00
10.3290,2.5050,1,-9395.00
10.3360,2.5120,1,-9387.00
10.3430,2.5190,1,-11134.00
10.3500,2.5260,1,-11134.00
10.3570,2.5330,1,-9685.00
10.3640,2.5400,1,-9685.00
10.3710,2.5470,1,-9176.00
10.3780,2.5540,1,-11261.00
10.3850,2.5610,1,-11261.00
10.3920,2.5680,1,-10323.00
10.3990,2.5750,1,-10323.00
10.4060,2.5820,1,-9141.00
10.4130,2.5890,1,-10883.00
10.4260,2.6020,1,-10804.00
10.4390,2.6150,1,-9290.00
10.4460,2.6220,1,-10600.00
10.4540,2.6300,1,-10600.00
10.4610,2.6370,1,-10757.00
10.4680,2.6440,1,-9019.00
10.4750,2.6510,1,-9019.00
10.4830,2.6590,1,-10283.00
10.4900,2.6660,1,-10283.00
10.4970,2.6730,1,-11489.00
10.5040,2.6800,1,-9571.00
10.5120,2.6880,1,-9571.00
10.5190,2.6950,1,-9783.00
10.5260,2.7020,1,-10934.00
10.5330,2.7090,1,-10934.00
10.5400,2.7160,1,-9560.00
10.5480,2.7240,1,-9560.00
10.5550,2.7310,1,-9550.00
10.5620,2.7380,1,-11046.00
10.5700,2.7460,1,-11046.00
10.5770,2.7530,1,-10084.00
10.5850,2.7610,1,-9414.00
10.5920,2.7680,1,-9414.00
10.6000,2.7760,1,-10923.00
10.6070,2.7830,1,-10165.00
10.6150,2.7910,1,-10165.00
10.6220,2.7980,1,-9025.00
10.6300,2.8060,1,-10732.00
10.6370,2.8130,1,-10732.00
10.6440,2.8200,1,-10691.00
10.6520,2.8280,1,-8968.00
10.6620,2.8380,1,-8968.00
10.6740,2.8500,1,-10816.00
10.6820,2.8580,1,-10816.00
10.6890,2.8650,1,-9098.00
10.6970,2.8730,1,-10066.00
10.7030,2.8790,1,-10066.00
10.7070,2.8830,1,-10066.00
10.7100,2.8860,1,-11105.00
10.7130,2.8890,1,-11105.00
10.7160,2.8920,1,-11105.00
10.7190,2.8950,1,-9395.00
10.7300,2.9060,1,-9395.00
10.7560,2.9320,1,-9551.00
10.7590,2.9350,1,-9551.00
10.7620,2.9380,1,-9551.00
10.7650,2.9410,1,-9473.00
10.7690,2.9450,1,-9473.00
10.7720,2.9480,1,-9473.00
10.7750,2.9510,1,-9473.00
10.7780,2.9540,1,-11191.00
10.7810,2.9570,1,-11191.00
10.7840,2.9600,1,-11191.00
10.7880,2.9640,1,-11191.00
10.7910,2.9670,1,-10101.00
10.7950,2.9710,1,-10101.00
10.7990,2.9750,1,-10101.00
10.8030,2.9790,1,-9172.00
10.8060,2.9820,1,-9172.00
10.8100,2.9860,1,-9172.00
10.8140,2.9900,1,-10858.00
10.8180,2.9940,1,-10858.00
10.8210,2.9970,1,-10858.00
10.8250,3.0010,1,-10266.00
10.8290,3.0050,1,-10266.00
10.8330,3.0090,1,-10266.00
10.8370,3.0130,1,-9030.00
10.8400,3.0160,1,-9030.00
10.8440,3.0200,1,-9030.00
10.8480,3.0240,1,-10672.00
10.8520,3.0280,1,-10672.00
10.8560,3.0320,1,-10672.00
10.8590,3.0350,1,-10852.00
10.8630,3.0390,1,-10852.00
10.8690,3.0450,1,-9115.00
10.8730,3.0490,1,-9115.00
10.8770,3.0530,1,-9115.00
10.8810,3.0570,1,-10284.00
10.8860,3.0620,1,-10284.00
10.8900,3.0660,1,-10284.00
10.8940,3.0700,1,-10890.00
10.8980,3.0740,1,-10890.00
10.9020,3.0780,1,-9070.00
10.9060,3.0820,1,-9070.00
10.9110,3.0870,1,-9070.00
10.9150,3.0910,1,-9915.00
10.9190,3.0950,1,-9915.00
10.9230,3.0990,1,-9915.00
10.9270,3.1030,1,-11114.00
10.9310,3.1070,1,-11114.00
10.9360,3.1120,1,-11114.00
10.9400,3.1160,1,-9355.00
10.9440,3.1200,1,-9355.00
10.9480,3.1240,1,-9726.00
10.9530,3.1290,1,-9726.00
10.9570,3.1330,1,-9726.00
10.9610,3.1370,1,-11231.00
10.9660,3.1420,1,-11231.00
10.9700,3.1460,1,-11231.00
10.9740,3.1500,1,-9892.00
10.9790,3.1550,1,-9892.00
10.9830,3.1590,1,-9612.00
10.9880,3.1640,1,-9612.00
10.9920,3.1680,1,-9612.00
11.0110,3.1870,1,-10029.00
11.0200,3.1960,1,-8964.00
11.0240,3.2000,1,-8964.00
11.0290,3.2050,1,-10749.00
11.0330,3.2090,1,-10749.00
11.0380,3.2140,1,-10749.00
11.0430,3.2190,1,-10398.00
11.0470,3.2230,1,-10398.00
11.0520,3.2280,1,-8894.00
11.0570,3.2330,1,-8894.00
11.0620,3.2380,1,-10607.00
11.0660,3.2420,1,-10607.00
11.0710,3.2470,1,-10607.00
11.0760,3.2520,1,-10748.00
11.0810,3.2570,1,-10748.00
11.0860,3.2620,1,-9121.00
11.0900,3.2660,1,-9121.00
11.0950,3.2710,1,-9121.00
11.1000,3.2760,1,-10183.00
11.1050,3.2810,1,-10183.00
11.1100,3.2860,1,-10755.00
11.1130,3.2890,1,-10755.00
11.1180,3.2940,1,-10755.00
11.1230,3.2990,1,-9117.00
11.1280,3.3040,1,-9117.00
11.1320,3.3080,1,-9938.00
11.1370,3.3130,1,-9938.00
11.1420,3.3180,1,-11214.00
11.1470,3.3230,1,-11214.00
11.1520,3.3280,1,-11214.00
11.1570,3.3330,1,-9478.00
11.1620,3.3380,1,-9478.00
11.1670,3.3430,1,-9509.00
11.1720,3.3480,1,-9509.00
11.1770,3.3530,1,-11193.00
11.1820,3.3580,1,-11193.00
11.1870,3.3630,1,-9843.00
11.1930,3.3690,1,-9843.00
11.1980,3.3740,1,-9843.00
11.2030,3.3790,1,-9331.00
11.2080,3.3840,1,-9331.00
11.2130,3.3890,1,-11102.00
11.2180,3.3940,1,-11102.00
11.2230,3.3990,1,-10123.00
11.2280,3.4040,1,-10123.00
11.2330,3.4090,1,-9014.00
11.2380,3.4140,1,-9014.00
11.2430,3.4190,1,-9014.00
11.2490,3.4250,1,-10907.00
11.2540,3.4300,1,-10907.00
11.2590,3.4350,1,-10522.00
11.2640,3.4400,1,-10522.00
11.2700,3.4460,1,-8836.00
11.2750,3.4510,1,-8836.00
11.2800,3.4560,1,-10344.00
11.2860,3.4620,1,-10344.00
11.2910,3.4670,1,-10298.00
11.2960,3.4720,1,-10298.00
11.3010,3.4770,1,-8720.00
11.3070,3.4830,1,-8720.00
11.3120,3.4880,1,-8720.00
11.3170,3.4930,1,-10325.00
11.3380,3.5140,1,-9110.00
11.3460,3.5220,1,-9110.00
11.3510,3.5270,1,-9794.00
11.3570,3.5330,1,-9794.00
11.3620,3.5380,1,-10976.00
11.3680,3.5440,1,-10976.00
11.3730,3.5490,1,-9410.00
11.3780,3.5540,1,-9410.00
11.3840,3.5600,1,-9440.00
11.3890,3.5650,1,-9440.00
11.3940,3.5700,1,-11184.00
11.4000,3.5760,1,-11184.00
11.4050,3.5810,1,-9910.00
11.4110,3.5870,1,-9910.00
11.4160,3.5920,1,-9375.00
11.4220,3.5980,1,-9375.00
11.4270,3.6030,1,-11252.00
11.4320,3.6080,1,-11252.00
11.4380,3.6140,1,-11252.00
11.4430,3.6190,1,-10381.00
11.4490,3.6250,1,-10381.00
11.4540,3.6300,1,-9206.00
11.4600,3.6360,1,-9206.00
11.4660,3.6420,1,-10745.00
11.4710,3.6470,1,-10745.00
11.4770,3.6530,1,-10517.00
11.4820,3.6580,1,-10517.00
11.4880,3.6640,1,-9133.00
11.4940,3.6700,1,-9133.00
11.4990,3.6750,1,-10635.00
11.5050,3.6810,1,-10635.00
11.5110,3.6870,1,-10884.00
11.5160,3.6920,1,-10884.00
11.5220,3.6980,1,-9221.00
11.5280,3.7040,1,-9221.00
11.5330,3.7090,1,-10218.00
11.5390,3.7150,1,-10218.00
11.5440,3.7200,1,-11052.00
11.5500,3.7260,1,-11052.00
11.5560,3.7320,1,-9253.00
11.5620,3.7380,1,-9253.00
11.5680,3.7440,1,-9808.00
11.5740,3.7500,1,-9808.00
11.5800,3.7560,1,-11224.00
11.5860,3.7620,1,-11224.00
11.5910,3.7670,1,-9623.00
11.5970,3.7730,1,-9623.00
11.6030,3.7790,1,-9578.00
11.6090,3.7850,1,-9578.00
11.6150,3.7910,1,-11327.00
11.6210,3.7970,1,-10046.00
11.6270,3.8030,1,-10046.00
11.6330,3.8090,1,-9313.00
11.6390,3.8150,1,-9313.00
11.6440,3.8200,1,-11227.00
11.6500,3.8260,1,-11227.00
11.6560,3.8320,1,-10348.00
11.6620,3.8380,1,-10348.00
11.6680,3.8440,1,-9016.00
11.6750,3.8510,1,-9016.00
11.6810,3.8570,1,-10701.00
11.6870,3.8630,1,-10701.00
11.7080,3.8840,1,-8897.00
11.7180,3.8940,1,-10457.00
11.7240,3.9000,1,-10890.00
11.7300,3.9060,1,-10890.00
11.7370,3.9130,1,-9170.00
11.7430,3.9190,1,-9170.00
11.7490,3.9250,1,-10151.00
11.7550,3.9310,1,-10151.00
11.7610,3.9370,1,-11189.00
11.7670,3.9430,1,-11189.00
11.7730,3.9490,1,-9387.00
11.7790,3.9550,1,-9387.00
11.7860,3.9620,1,-9645.00
11.7920,3.9680,1,-9645.00
11.7980,3.9740,1,-10982.00
11.8040,3.9800,1,-9397.00
11.8110,3.9870,1,-9397.00
11.8170,3.9930,1,-9459.00
11.8230,3.9990,1,-9459.00
11.8300,4.0060,1,-11066.00
11.8360,4.0120,1,-11066.00
11.8420,4.0180,1,-9854.00
11.8490,4.0250,1,-9854.00
11.8550,4.0310,1,-9113.00
11.8610,4.0370,1,-11085.00
11.8680,4.0440,1,-11085.00
11.8740,4.0500,1,-10400.00
11.8800,4.0560,1,-10400.00
11.8870,4.0630,1,-9109.00
11.8930,4.0690,1,-9109.00
11.8990,4.0750,1,-10875.00
11.9060,4.0820,1,-10875.00
11.9120,4.0880,1,-10785.00
11.9190,4.0950,1,-9131.00
11.9260,4.1020,1,-9131.00
11.9320,4.1080,1,-10212.00
11.9390,4.1150,1,-10212.00
11.9450,4.1210,1,-10574.00
11.9520,4.1280,1,-9056.00
11.9590,4.1350,1,-9056.00
11.9650,4.1410,1,-9971.00
11.9720,4.1480,1,-9971.00
11.9780,4.1540,1,-11146.00
11.9850,4.1610,1,-11146.00
11.9910,4.1670,1,-9337.00
11.9980,4.1740,1,-9666.00
12.0050,4.1810,1,-9666.00
12.0110,4.1870,1,-11047.00
12.0180,4.1940,1,-11047.00
12.0240,4.2000,1,-9390.00
12.0310,4.2070,1,-9390.00
12.0380,4.2140,1,-9250.00
12.0440,4.2200,1,-11222.00
12.0510,4.2270,1,-11222.00
12.0580,4.2340,1,-10157.00
12.0650,4.2410,1,-10157.00
12.0720,4.2480,1,-9259.00
12.0790,4.2550,1,-10913.00
12.0850,4.2610,1,-10913.00
12.0920,4.2680,1,-10343.00
12.0990,4.2750,1,-10343.00
12.1060,4.2820,1,-9084.00
12.1290,4.3050,1,-10854.00
12.1380,4.3140,1,-9053.00
12.1440,4.3200,1,-9053.00
12.1510,4.3270,1,-10107.00
12.1570,4.3330,1,-10107.00
12.1630,4.3390,1,-10813.00
12.1690,4.3450,1,-9189.00
12.1760,4.3520,1,-9189.00
12.1820,4.3580,1,-9896.00
12.1890,4.3650,1,-9896.00
12.1950,4.3710,1,-11012.00
12.2020,4.3780,1,-11012.00
12.2080,4.3840,1,-9348.00
12.2150,4.3910,1,-9561.00
12.2210,4.3970,1,-9561.00
12.2280,4.4040,1,-11012.00
12.2340,4.4100,1,-11012.00
12.2410,4.4170,1,-9628.00
12.2470,4.4230,1,-9628.00
12.2540,4.4300,1,-9390.00
12.2600,4.4360,1,-11287.00
12.2670,4.4430,1,-11287.00
12.2730,4.4490,1,-10208.00
12.2800,4.4560,1,-10208.00
12.2860,4.4620,1,-9132.00
12.2930,4.4690,1,-9132.00
12.2990,4.4750,1,-11011.00
12.3060,4.4820,1,-10524.00
12.3130,4.4890,1,-10524.00
12.3190,4.4950,1,-9010.00
12.3260,4.5020,1,-9010.00
12.3330,4.5090,1,-10495.00
12.3400,4.5160,1,-10495.00
12.3460,4.5220,1,-10798.00
12.3530,4.5290,1,-9088.00
12.3600,4.5360,1,-9088.00
12.3660,4.5420,1,-10149.00
12.3730,4.5490,1,-10149.00
12.3800,4.5560,1,-10924.00
12.3870,4.5630,1,-9034.00
12.3930,4.5690,1,-9034.00
12.4000,4.5760,1,-9656.00
12.4070,4.5830,1,-9656.00
12.4130,4.5890,1,-11021.00
12.4190,4.5950,1,-11021.00
12.4230,4.5990,1,-9455.00
12.4260,4.6020,1,-9455.00
12.4290,4.6050,1,-9455.00
12.4320,4.6080,1,-9629.00
12.4350,4.6110,1,-9629.00
12.4390,4.6150,1,-9629.00
12.4420,4.6180,1,-9629.00
12.4450,4.6210,1,-11320.00
12.4480,4.6240,1,-11320.00
12.4510,4.6270,1,-11320.00
12.4540,4.6300,1,-9852.00
12.4580,4.6340,1,-9852.00
12.4610,4.6370,1,-9852.00
12.4640,4.6400,1,-9852.00
12.4670,4.6430,1,-9178.00
12.4700,4.6460,1,-9178.00
12.4730,4.6490,1,-9178.00
12.4930,4.6690,1,-10195.00
12.4990,4.6750,1,-10195.00
12.5030,4.6790,1,-9177.00
12.5070,4.6830,1,-9177.00
12.5110,4.6870,1,-9177.00
12.5150,4.6910,1,-11047.00
12.5190,4.6950,1,-11047.00
12.5230,4.6990,1,-10616.00
12.5270,4.7030,1,-10616.00
12.5310,4.7070,1,-10616.00
12.5350,4.7110,1,-8949.00
12.5390,4.7150,1,-8949.00
12.5430,4.7190,1,-8949.00
12.5470,4.7230,1,-10430.00
12.5510,4.7270,1,-10430.00
12.5550,4.7310,1,-10430.00
12.5590,4.7350,1,-10666.00
12.5630,4.7390,1,-10666.00
12.5670,4.7430,1,-10666.00
12.5710,4.7470,1,-8673.00
12.5760,4.7520,1,-8673.00
12.5800,4.7560,1,-9797.00
12.5840,4.7600,1,-9797.00
12.5890,4.7650,1,-9797.00
12.5930,4.7690,1,-10824.00
12.5970,4.7730,1,-10824.00
12.6020,4.7780,1,-10824.00
12.6060,4.7820,1,-9195.00
12.6100,4.7860,1,-9195.00
12.6150,4.7910,1,-9992.00
12.6190,4.7950,1,-9992.00
12.6240,4.8000,1,-9992.00
12.6280,4.8040,1,-11370.00
12.6320,4.8080,1,-11370.00
12.6370,4.8130,1,-11370.00
12.6410,4.8170,1,-9613.00
12.6450,4.8210,1,-9613.00
12.6500,4.8260,1,-9418.00
12.6540,4.8300,1,-9418.00
12.6590,4.8350,1,-9418.00
12.6630,4.8390,1,-11061.00
12.6680,4.8440,1,-11061.00
12.6720,4.8480,1,-9873.00
12.6770,4.8530,1,-9873.00
12.6820,4.8580,1,-9873.00
12.6860,4.8620,1,-9142.00
12.6910,4.8670,1,-9142.00
12.6950,4.8710,1,-10906.00
12.7000,4.8760,1,-10906.00
12.7050,4.8810,1,-10906.00
12.7090,4.8850,1,-10336.00
12.7140,4.8900,1,-10336.00
12.7180,4.8940,1,-9035.00
12.7230,4.8990,1,-9035.00
12.7270,4.9030,1,-9035.00
12.7320,4.9080,1,-10642.00
12.7370,4.9130,1,-10642.00
12.7410,4.9170,1,-10487.00
12.7460,4.9220,1,-10487.00
12.7510,4.9270,1,-8909.00
12.7560,4.9320,1,-8909.00
12.7610,4.9370,1,-8909.00
12.7810,4.9570,1,-10854.00
12.7890,4.9650,1,-9039.00
12.7940,4.9700,1,-9039.00
12.7990,4.9750,1,-10108.00
12.8030,4.9790,1,-10108.00
12.8080,4.9840,1,-11005.00
12.8130,4.9890,1,-11005.00
12.8170,4.9930,1,-11005.00
12.8220,4.9980,1,-9359.00
12.8270,5.0030,1,-9359.00
12.8320,5.0080,1,-9866.00
12.8360,5.0120,1,-9866.00
12.8410,5.0170,1,-9866.00
12.8460,5.0220,1,-11164.00
12.8510,5.0270,1,-11164.00
12.8560,5.0320,1,-9601.00
12.8610,5.0370,1,-9601.00
12.8660,5.0420,1,-9379.00
12.8700,5.0460,1,-9379.00
12.8750,5.0510,1,-9379.00
12.8800,5.0560,1,-11124.00
12.8850,5.0610,1,-11124.00
12.8900,5.0660,1,-9988.00
12.8950,5.0710,1,-9988.00
12.9000,5.0760,1,-9177.00
12.9050,5.0810,1,-9177.00
12.9100,5.0860,1,-9177.00
12.9150,5.0910,1,-10737.00
12.9200,5.0960,1,-10737.00
12.9250,5.1010,1,-10285.00
12.9300,5.1060,1,-10285.00
12.9350,5.1110,1,-9145.00
12.9400,5.1160,1,-9145.00
12.9450,5.1210,1,-10799.00
12.9500,5.1260,1,-10799.00
12.9550,5.1310,1,-10799.00
12.9600,5.1360,1,-10785.00
12.9660,5.1420,1,-10785.00
12.9710,5.1470,1,-9096.00
12.9760,5.1520,1,-9096.00
12.9810,5.1570,1,-10373.00
12.9860,5.1620,1,-10373.00
12.9920,5.1680,1,-10988.00
12.9970,5.1730,1,-10988.00
13.0020,5.1780,1,-10988.00
13.0070,5.1830,1,-9129.00
